helyseg_nev,ksh_kod,jogallas,varmegye,jaras_kod,jaras_nev,jaras_szekhelye,ph_kod,ph_szekhelye,terulet_ha,lako_nepesseg,lakasok_szama,becslult_terulet,bolgar,gorog,horvat,lengyel,nemet,ormeny,roma,roman,ruszin,szerb,szlovak,szloven,ukran
Balatonlelle,33862.0,város,Somogy,142 0,Fonyódi,Fonyód,1.0,–,4323.0,5495,3342,,,,,,,,,,,,,,
Balatonmagyaród,26462.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Zalakomár,3153.0,370,259,,,,,,,,,,,,,,
Balatonmáriafürdő,14562.0,község,Somogy,144 0,Marcali,Marcali,5.0,Balatonkeresztúr,2677.0,869,419,,,,,,,,,,,,,,
Balatonőszöd,11916.0,község,Somogy,146 0,Siófoki,Siófok,5.0,Balatonszemes,1508.0,571,435,,,,,,,,,,,,,,
Balatonrendes,33844.0,község,Veszprém,189 0,Tapolcai,Tapolca,5.0,Badacsonytomaj,676.0,163,98,,,,,,,,,,,,,,
Balatonszabadi,16601.0,község,Somogy,146 0,Siófoki,Siófok,1.0,–,4134.0,3021,1217,,,,,,,,,,,,,,
Balatonszárszó,24907.0,nagyközség,Somogy,146 0,Siófoki,Siófok,2.0,[Helyben],3012.0,2061,973,,,,,,,,,,,,,,
Balatonszemes,22822.0,község,Somogy,146 0,Siófoki,Siófok,2.0,[Helyben],3602.0,1802,1086,,,,,,,,,,,,,,
Balatonszentgyörgy,21324.0,község,Somogy,144 0,Marcali,Marcali,2.0,[Helyben],2368.0,1513,740,,,,,,,,,,,,,,
Balatonszepezd,17154.0,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5.0,Zánka,2506.0,459,212,,,,,,,,,,,,,,
Balatonszőlős,28501.0,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5.0,Balatonfüred,1281.0,665,223,,,,,,,,,,,,,,
Balatonudvari,15565.0,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5.0,Tihany,1880.0,350,181,,,,,,,,,,,,,,
Balatonújlak,16470.0,község,Somogy,144 0,Marcali,Marcali,5.0,Kéthely,1081.0,405,264,,,,,,,,,,,,,,
Balatonvilágos,3559.0,község,Somogy,146 0,Siófoki,Siófok,5.0,Siófok,2921.0,1286,645,,,,,,,,,,,,,,
Balinka,31103.0,község,Fejér,082 0,Móri,Mór,5.0,Bakonycsernye,1862.0,868,379,,,,,,1.0,,,,,,,,
Balkány,26958.0,város,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,1.0,–,9000.0,6017,2456,,,,,,,,1.0,,,,,,
Ballószög,13408.0,község,Bács-Kiskun,038 0,Kecskeméti,Kecskemét,1.0,–,3500.0,4301,1377,,,,,,,,,,,,,,
Balmazújváros,2918.0,város,Hajdú-Bihar,093 1,Balmazújvárosi,Balmazújváros,2.0,[Helyben],20544.0,16954,6857,,,,,,1.0,,1.0,,,,,,
Balogunyom,5102.0,község,Vas,181 0,Szombathelyi,Szombathely,5.0,Ják,1212.0,1115,423,,,,,,,,,,,,,,
Balotaszállás,25937.0,község,Bács-Kiskun,041 0,Kiskunhalasi,Kiskunhalas,2.0,[Helyben],10494.0,1393,726,,,,,,,,1.0,,,,,,
Balsa,15963.0,község,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,5.0,Tiszabercel,2252.0,701,415,,,,,,,,1.0,,,,,,
Bálványos,24457.0,község,Somogy,146 0,Siófoki,Siófok,5.0,Balatonföldvár,2369.0,568,263,,,,,,,,,,,,,,
Bana,31422.0,község,Komárom-Esztergom,112 0,Komáromi,Komárom,5.0,Bábolna,2511.0,1562,574,,,,,,,,1.0,,,,,,
Bánd,14173.0,község,Veszprém,191 0,Veszprémi,Veszprém,5.0,Márkó,984.0,681,256,,,,,,1.0,,,,,,,,
Bánfa,7603.0,község,Baranya,033 0,Szigetvári,Szigetvár,5.0,Dencsháza,1206.0,195,80,,,,,,,,,,,,,,
Bánhorváti,25159.0,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,5.0,Mályinka,2848.0,1246,579,,,,,,,,,,,,,,
Bánk,24341.0,község,Nógrád,119 0,Rétsági,Rétság,5.0,Borsosberény,990.0,796,308,,,,,,,,,,,,1.0,,
Bánokszentgyörgy,8439.0,község,Zala,195 0,Letenyei,Letenye,2.0,[Helyben],3254.0,590,290,,,,,,,,1.0,,,,,,
Bánréve,21953.0,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,5.0,Serényfalva,662.0,1184,543,,,,,,,,1.0,,,,,,
Bár,24378.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Dunaszekcső,900.0,578,238,,,,,,1.0,,,,,,,,
Barabás,26480.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Tiszakerecseny,3818.0,991,381,,,,,,,,,,,,,,
Baracs,7047.0,község,Fejér,078 0,Dunaújvárosi,Dunaújváros,1.0,–,5518.0,3554,1388,,,,,,,,,,,,,,
Baracska,8581.0,község,Fejér,081 0,Martonvásári,Martonvásár,1.0,–,3968.0,2835,1075,,,,,,,,,,,,,,
Báránd,26693.0,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,1.0,–,4257.0,2380,1145,,,,,,,,1.0,,,,,,
Baranyahídvég,20464.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Baksa,849.0,160,73,,,,,,,,1.0,,,,,,
Baranyajenő,24749.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Mindszentgodisa,1555.0,407,157,,,,,,,,1.0,,,,,,
Baranyaszentgyörgy,5485.0,község,Baranya,025 0,Hegyháti,Sásd,5.0,Mindszentgodisa,727.0,117,76,,,,,,,,,,,,,,
Barbacs,6196.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5.0,Kóny,1365.0,811,316,,,,,,,,,,,,,,
Barcs,32799.0,város,Somogy,140 1,Barcsi,Barcs,1.0,–,12290.0,9831,4543,,,,1.0,,1.0,,1.0,,,,,,
Bárdudvarnok,3735.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Simonfa,4856.0,1084,515,,,,,,,,1.0,,,,,,
Barlahida,27447.0,község,Zala,194 0,Lenti,Lenti,5.0,Csömödér,610.0,94,86,,,,,,,,,,,,,,
Bárna,20048.0,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5.0,Mátraszele,1539.0,965,457,,,,,,,,1.0,,,,,,
Barnag,15778.0,község,Veszprém,191 0,Veszprémi,Veszprém,5.0,Tótvázsony,1201.0,110,74,,,,,,,,,,,,,,
Bársonyos,8624.0,község,Komárom-Esztergom,111 0,Kisbéri,Kisbér,5.0,Réde,1687.0,757,299,,,,,,,,,,,,,,
Basal,15495.0,község,Baranya,033 0,Szigetvári,Szigetvár,5.0,Nagypeterd,404.0,162,77,,,,,,,,,,,,,,
Baskó,8846.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Abaújkér,2964.0,166,91,,,,,,,,,,1.0,,,,
Báta,11712.0,község,Tolna,173 0,Szekszárdi,Szekszárd,5.0,Decs,6616.0,1455,768,,,,,,,,1.0,,,,,,
Bátaapáti,28909.0,község,Tolna,170 0,Bonyhádi,Bonyhád,5.0,Bonyhád,2044.0,352,141,,,,,,,,,,,,,,
Bátaszék,8864.0,város,Tolna,173 0,Szekszárdi,Szekszárd,2.0,[Helyben],6358.0,5959,2522,,,,,,1.0,,1.0,,,,,,
Baté,32337.0,község,Somogy,143 0,Kaposvári,Kaposvár,2.0,[Helyben],1028.0,771,298,,,,,,,,1.0,,,,,,
Bátmonostor,3656.0,község,Bács-Kiskun,035 0,Bajai,Baja,5.0,Vaskút,3795.0,1422,698,,,,,,,,1.0,,,,,,
Bátonyterenye,33534.0,város,Nógrád,117 1,Bátonyterenyei,Bátonyterenye,1.0,–,7892.0,11062,5710,,,,,,,,1.0,,,,,,
Bátor,24022.0,község,Heves,104 0,Egri,Eger,5.0,Egerbakta,2732.0,373,197,,,,,,,,,,,,,,
Bátorliget,2990.0,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,5.0,Nyírcsászári,3329.9999999999995,637,334,,,,,,,,,,,,,,
Battonya,18102.0,város,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,1.0,–,14571.0,5406,3012,,,,,,,,1.0,1.0,,1.0,,,
Bátya,11961.0,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,1.0,–,3386.0,1893,939,,,,1.0,,,,1.0,,,,,,
Batyk,24864.0,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,5.0,Türje,808.0,344,190,,,,,,,,1.0,,,,,,
Bázakerettye,18698.0,község,Zala,195 0,Letenyei,Letenye,2.0,[Helyben],802.9999999999999,750,385,,,,,,,,,,,,,,
Bazsi,7427.0,község,Veszprém,188 0,Sümegi,Sümeg,5.0,Gógánfa,910.0,398,181,,,,,,,,,,,,,,
Béb,22901.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Ugod,704.0,257,102,,,,,,1.0,,,,,,,,
Becsehely,23144.0,község,Zala,195 0,Letenyei,Letenye,2.0,[Helyben],3608.0,1897,755,,,,1.0,,,,1.0,,,,,,
Becske,12016.0,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,5.0,Galgaguta,1566.0,508,292,,,,,,,,1.0,,,,,,
Becskeháza,27049.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Bódvaszilas,500.0,43,33,,,,,,,,,,,,,,
Becsvölgye,18360.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Gellénháza,2140.0,745,348,,,,,,,,,,,,,,
Bedegkér,20710.0,község,Somogy,147 0,Tabi,Tab,5.0,Kapoly,2600.0,366,198,,,,,,,,,,,,,,
Bedő,33446.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5.0,Berekböszörmény,1020.0,337,141,,,,,,,,,1.0,,,,,
Bejcgyertyános,10384.0,község,Vas,179 0,Sárvári,Sárvár,5.0,Nyőgér,3143.0,432,264,,,,,,,,,,,,,,
Békás,27058.0,község,Veszprém,187 0,Pápai,Pápa,5.0,Nemesgörzsöny,652.0,215,96,,,,,,,,,,,,,,
Bekecs,6929.0,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,2.0,[Helyben],2572.0,2324,962,,,,,,,,,,,,,,
Békés,9760.0,város,Békés,045 1,Békési,Békés,1.0,–,12723.0,17817,8378,,,,,,1.0,,1.0,1.0,,,1.0,,
Békéscsaba,15200.0,"megyeszékhely, megyei jogú város",Békés,046 1,Békéscsabai,Békéscsaba,1.0,–,19393.0,57299,29577,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0
Békéssámson,26189.0,község,Békés,050 0,Orosházi,Orosháza,1.0,–,7121.0,2247,1104,,,,,,,,,,,,,,
Békésszentandrás,2680.0,nagyközség,Békés,052 0,Szarvasi,Szarvas,1.0,–,7745.0,3404,1927,,,,,,,,,,,,,,
Bekölce,4400.0,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,5.0,Balaton,1377.0,574,338,,,,,,,,,,,,,,
Bélapátfalva,33260.0,város,Heves,103 1,Bélapátfalvai,Bélapátfalva,2.0,[Helyben],3663.0,2785,1119,,,,,,,,1.0,,,,,,
Bélavár,6910.0,község,Somogy,140 0,Barcsi,Barcs,5.0,Csokonyavisonta,2278.0,292,221,,,,,,,,1.0,,,,,,
Belecska,28662.0,község,Tolna,174 0,Tamási,Tamási,5.0,Tolnanémedi,1441.0,326,137,,,,,,,,,,,,,,
Beled,10588.0,város,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,2.0,[Helyben],2647.0,2526,1103,,,,,,,,,,,,,,
Beleg,17127.0,község,Somogy,145 0,Nagyatádi,Nagyatád,5.0,Segesd,1799.0,511,225,,,,,,,,1.0,,,,,,
Belezna,9168.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Surd,3093.0,656,286,,,,,,,,,,,,,,
Bélmegyer,19390.0,község,Békés,045 0,Békési,Békés,5.0,Murony,6305.0,834,529,,,,,,,,,,,,,,
Beloiannisz,8466.0,község,Fejér,078 0,Dunaújvárosi,Dunaújváros,5.0,Adony,454.0,1048,434,,,1,,,,,,,,,,,
Belsősárd,20950.0,község,Zala,194 0,Lenti,Lenti,5.0,Rédics,979.0,93,43,,,,,,,,,,,,,,
Belvárdgyula,19008.0,község,Baranya,024 0,Bólyi,Bóly,5.0,Szederkény,1723.0,366,169,,,,,,,,1.0,,,,,,
Benk,25441.0,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,5.0,Eperjeske,850.0,441,174,,,,,,,,,,,,,,
Bénye,25098.0,község,Pest,130 0,Monori,Monor,5.0,Gomba,1652.0,1249,516,,,,,,,,,,,,,,
Bér,32911.0,község,Nógrád,118 0,Pásztói,Pásztó,5.0,Vanyarc,2549.0,382,196,,,,,,,,1.0,,,,1.0,,
Bérbaltavár,32124.0,község,Vas,182 0,Vasvári,Vasvár,5.0,Győrvár,2567.0,479,289,,,,,,,,1.0,,,,,,
Bercel,2389.0,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,2.0,[Helyben],3590.0,1882,761,,,,,,,,,,,,,,
Beregdaróc,28246.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5.0,Beregsurány,2383.0,965,344,,,,,,,,,,,,,,
Beregsurány,20677.0,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,2.0,[Helyben],1601.0000000000002,896,228,,,,,,,,,,,,,,
Berekböszörmény,18467.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,2.0,[Helyben],4284.0,1766,763,,,,,,,,1.0,1.0,,,,,
Berekfürdő,34005.0,község,Jász-Nagykun-Szolnok,163 0,Karcagi,Karcag,5.0,Kunmadaras,1857.0,1061,536,,,,,,,,,,,,,,
Beremend,31927.0,nagyközség,Baranya,031 0,Siklósi,Siklós,2.0,[Helyben],4826.0,2208,1012,,,,1.0,,,,,,,,,,
Berente,34290.0,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,2.0,[Helyben],922.0,1069,400,,,,,,,,1.0,,,,,,
Beret,29674.0,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,5.0,Szalaszend,677.0,305,91,,,,,,,,1.0,,,,,,
Berettyóújfalu,12788.0,város,Hajdú-Bihar,094 1,Berettyóújfalui,Berettyóújfalu,1.0,–,17101.0,14376,6541,,,,,,,,1.0,,,,,,
Berhida,33127.0,város,Veszprém,190 0,Várpalotai,Várpalota,2.0,[Helyben],4272.0,5652,2047,,,,,,1.0,,1.0,,,,,,
Berkenye,9034.0,község,Nógrád,119 0,Rétsági,Rétság,5.0,Nógrád,1346.0,765,294,,,,,,1.0,,,,,,,,
Berkesd,16461.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Bogád,1904.0,798,295,,,,,,1.0,,1.0,,,,,,
Berkesz,7472.0,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,5.0,Nyírtét,1318.0,832,304,,,,,,,,1.0,,,,,,
Bernecebaráti,18777.0,község,Pest,137 0,Szobi,Szob,5.0,Kemence,3769.0,830,455,,,,,,,,,,,,,,
Berzék,26356.0,község,Borsod-Abaúj-Zemplén,061 0,Miskolci,Miskolc,5.0,Sajóhídvég,1059.0,1108,348,,,,,,,,1.0,,,,,,
Berzence,30119.0,nagyközség,Somogy,141 0,Csurgói,Csurgó,1.0,–,5376.0,2438,963,,,,,,,,1.0,,,,,,
Besence,30049.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Csányoszró,958.0,91,44,,,,,,,,,,,,,,
Besenyőd,13639.0,község,Szabolcs-Szatmár-Bereg,148 0,Baktalórántházai,Baktalórántháza,5.0,Levelek,945.0,716,257,,,,,,,,,,,,,,
Besenyőtelek,27517.0,község,Heves,105 0,Füzesabonyi,Füzesabony,1.0,–,4910.0,2519,1089,,,,,,,,1.0,,,,,,
Besenyszög,11305.0,város,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,2.0,[Helyben],13808.0,3199,1414,,,,,,,,,,,,,,
Besnyő,16346.0,község,Fejér,078 0,Dunaújvárosi,Dunaújváros,5.0,Iváncsa,4464.0,1844,700,,,,,,,,,,,,,,
Beszterec,21227.0,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,5.0,Kék,1159.0,899,371,,,,,,,,1.0,,,,,,
Bezedek,14119.0,község,Baranya,027 0,Mohácsi,Mohács,5.0,Nagynyárád,1136.0,176,104,,,,,,1.0,,,,,,,,
Bezenye,29805.0,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5.0,Hegyeshalom,3003.0,1407,583,,,,1.0,,,,,,,,,,
Bezeréd,12830.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Nagykapornak,1214.0,143,148,,,,,,,,,,,,,,
Bezi,10560.0,község,Győr-Moson-Sopron,087 0,Győri,Győr,5.0,Enese,1121.0,495,203,,,,,,1.0,,,,,,,,
Biatorbágy,8891.0,város,Pest,123 0,Budakeszi,Budakeszi,1.0,–,4412.0,15187,5251,,,,,,1.0,,,,,,,,
Bicsérd,13310.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,2.0,[Helyben],1975.0,1002,371,,,,,,,,1.0,,,,,,
Bicske,10481.0,város,Fejér,077 1,Bicskei,Bicske,1.0,–,7708.0,11218,4184,,,,,,1.0,,1.0,,,,,,
Bihardancsháza,25256.0,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,5.0,Nagyrábé,831.0000000000001,164,100,,,,,,,,,,,,,,
Biharkeresztes,19956.0,város,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,2.0,[Helyben],4926.0,4406,1641,,,,,,,,1.0,1.0,,,,,
Biharnagybajom,24828.0,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,1.0,–,6135.0,2479,1104,,,,,,,,,,,,,,
Bihartorda,29887.0,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,5.0,Tetétlen,2238.0,907,405,,,,,,,,1.0,,,,,,
Biharugra,29610.0,község,Békés,051 0,Sarkadi,Sarkad,5.0,Okány,5284.0,817,555,,,,,,,,,,,,,,
Bikács,11970.0,község,Tolna,172 0,Paksi,Paks,5.0,Nagydorog,3467.0,406,204,,,,,,,,1.0,,,,,,
Bikal,4899.0,község,Baranya,026 0,Komlói,Komló,5.0,Egyházaskozár,1703.0,698,325,,,,,,1.0,,,,,,,,
Biri,2945.0,község,Szabolcs-Szatmár-Bereg,155 0,Nagykállói,Nagykálló,5.0,Geszteréd,2259.0,1381,510,,,,,,,,,,,,,,
Birján,5139.0,község,Baranya,028 0,Pécsi,Pécs,5.0,Pécsudvard,907.0,541,206,,,,1.0,,1.0,,,,,,,,
Bisse,24925.0,község,Baranya,031 0,Siklósi,Siklós,5.0,Diósviszló,1380.0,212,112,,,,,,,,,,,,,,
Boba,29203.0,község,Vas,176 0,Celldömölki,Celldömölk,5.0,Jánosháza,1095.0,739,326,,,,,,,,,,,,,,
Bocfölde,17543.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,2.0,[Helyben],868.0,1188,427,,,,,,,,1.0,,,,,,
Boconád,22354.0,község,Heves,108 0,Hevesi,Heves,5.0,Tarnaméra,2956.0,1280,639,,,,,,,,,,,,,,
Bócsa,8305.0,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,2.0,[Helyben],9704.0,1803,877,,,,,,,,,,,,,,
Bocska,31291.0,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5.0,Hahót,738.0,264,135,,,,,,,,,,,,,,
Bocskaikert,34102.0,község,Hajdú-Bihar,098 0,Hajdúhadházi,Hajdúhadház,1.0,–,1089.0,4112,1402,,,,,,,,,,,,,,
Boda,20899.0,község,Baranya,032 0,Szentlőrinci,Szentlőrinc,5.0,Bicsérd,1542.0,370,173,,,,,,,,,,,,,,
Bodajk,18254.0,város,Fejér,082 0,Móri,Mór,1.0,–,2898.0,3873,1552,,,,,,,,,,,,,,
Bodmér,11624.0,község,Fejér,077 0,Bicskei,Bicske,5.0,Felcsút,717.0,257,109,,,,,,,,,,,,,,
Bodolyabér,33002.0,község,Baranya,026 0,Komlói,Komló,5.0,Magyarhertelend,909.0,207,121,,,,,,,,1.0,,,,,,
Bodonhely,6220.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5.0,Szany,1110.0,344,169,,,,,,,,,,,,,,
Bodony,14933.0,község,Heves,109 0,Pétervásárai,Pétervására,5.0,Parád,2896.0,737,447,,,,,,,,1.0,,,,,,
Bodorfa,4321.0,község,Veszprém,188 0,Sümegi,Sümeg,5.0,Sümeg,222.0,70,55,,,,,,,,,,,,,,
Bodrog,10506.0,község,Somogy,143 0,Kaposvári,Kaposvár,5.0,Juta,1478.0,333,186,,,,,,,,,,,,,,
Bodroghalom,23737.0,község,Borsod-Abaúj-Zemplén,054 0,Cigándi,Cigánd,5.0,Pácin,2686.0,1213,526,,,,,,,,1.0,,,,,,
Bodrogkeresztúr,30784.0,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,2.0,[Helyben],2988.0,934,544,,,,,,,,,,,,,,
Bodrogkisfalud,33808.0,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,5.0,Bodrogkeresztúr,1467.0,864,430,,,,,,,,,,,,,,
Bodrogolaszi,14401.0,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,2.0,[Helyben],2061.0,826,388,,,,,,,,,,,,,,
Bódvalenke,27429.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Bódvaszilas,663.0,297,60,,,,,,,,1.0,,,,,,
Bódvarákó,33303.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5.0,Perkupa,922.0,92,79,,,,,,,,,,,,,,
Bódvaszilas,5926.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,2.0,[Helyben],1922.0,996,470,,,,,,,,1.0,,,,,,
Bogács,25195.0,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,1.0,–,2469.0,1886,974,,,,,,,,1.0,,,,,,
Bogád,32151.0,község,Baranya,028 0,Pécsi,Pécs,2.0,[Helyben],784.0,1030,398,,,,,,,,,,,,,,
Bogádmindszent,21892.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Baksa,1158.0,405,138,,,,,,,,1.0,,,,,,
Bogdása,10694.0,község,Baranya,030 0,Sellyei,Sellye,5.0,Sellye,2099.0,229,123,,,,,,,,1.0,,,,,,
Bogyiszló,3425.0,község,Tolna,175 0,Tolnai,Tolna,1.0,–,5593.0,1974,913,,,,,,,,1.0,,,,,,
Bogyoszló,4367.0,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5.0,Szilsárkány,2622.0,636,314,,,,,,,,,,,,,,
Bojt,14137.0,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5.0,Biharkeresztes,2688.0,561,205,,,,,,,,1.0,,,,,,
Bókaháza,19929.0,község,Zala,193 0,Keszthelyi,Keszthely,5.0,Zalaapáti,670.0,249,144,,,,,,,,1.0,,,,,,
Bokod,7311.0,község,Komárom-Esztergom,113 0,Oroszlányi,Oroszlány,1.0,–,2993.0,2106,809,,,,,,,,,,,,,,
Bokor,3841.0,község,Nógrád,118 0,Pásztói,Pásztó,5.0,Mátraszőlős,675.0,94,68,,,,,,,,,,,,,,
Boldog,3452.0,község,Heves,107 0,Hatvani,Hatvan,1.0,–,2674.0,2963,1173,,,,,,,,1.0,,,,,,
Boldogasszonyfa,13116.0,község,Baranya,033 0,Szigetvári,Szigetvár,5.0,Szentlászló,1722.0,363,210,,,,,,1.0,,,,,,,,
Boldogkőújfalu,18944.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Abaújkér,1098.0,632,207,,,,,,,,1.0,,,,,,
Boldogkőváralja,14474.0,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5.0,Abaújszántó,2199.0,1069,419,,,,,,,,1.0,,,,,,
Boldva,8396.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,2.0,[Helyben],2834.0,2225,791,,,,,,,,1.0,,,,,,
Bolhás,13994.0,község,Somogy,145 0,Nagyatádi,Nagyatád,5.0,Somogyszob,3143.0,388,184,,,,,,,,1.0,,,,,,
Bolhó,18120.0,község,Somogy,140 0,Barcsi,Barcs,5.0,Csokonyavisonta,2507.0,699,392,,,,1.0,,,,1.0,,,,,,
Bóly,33154.0,város,Baranya,024 1,Bólyi,Bóly,2.0,[Helyben],2544.0,3819,1533,,,,,,1.0,,,,,,,,
Boncodfölde,10782.0,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5.0,Teskánd,590.0,380,135,,,,,,,,,,,,,,
Bonyhád,6497.0,város,Tolna,170 1,Bonyhádi,Bonyhád,2.0,[Helyben],7214.0,12186,5608,,,,,,1.0,,1.0,,,,,,
Bonyhádvarasd,14818.0,község,Tolna,170 0,Bonyhádi,Bonyhád,5.0,Bonyhád,1045.0,409,159,,,,,,1.0,,,,,,,,
Bonnya,22673.0,község,Somogy,147 0,Tabi,Tab,5.0,Törökkoppány,1462.0,213,141,,,,,,1.0,,1.0,,,,,,
Bordány,8192.0,nagyközség,Csongrád-Csanád,074 0,Mórahalmi,Mórahalom,1.0,–,3648.0,3344,1513,,,,,,,,,,,,,,
Borgáta,3090.0,község,Vas,176 0,Celldömölki,Celldömölk,5.0,Jánosháza,621.0,192,105,,,,,,,,,,,,,,
Borjád,6725.0,község,Baranya,024 0,Bólyi,Bóly,5.0,Bóly,1559.0,379,153,,,,,,1.0,,,,,,,,
Borota,19327.0,község,Bács-Kiskun,036 0,Jánoshalmai,Jánoshalma,2.0,[Helyben],8180.0,1220,765,,,,,,,,,,,,,,
Borsfa,10056.0,község,Zala,195 0,Letenyei,Letenye,5.0,Becsehely,1183.0,646,292,,,,,,,,1.0,,,,,,
Borsodbóta,30669.0,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,2.0,[Helyben],813.0000000000001,788,344,,,,,,,,1.0,,,,,,
Borsodgeszt,16124.0,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,5.0,Bükkábrány,1506.0,242,176,,,,,,,,,,,,,,
Borsodivánka,6707.0,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,5.0,Mezőkövesd,1589.0,683,250,,,,,,,,,,,,,,
Borsodnádasd,5315.0,város,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,1.0,–,2807.0,2977,1346,,,,,,,,1.0,,,,,,
Borsodszentgyörgy,30207.0,község,Borsod-Abaúj-Zemplén,062 0,Ózdi,Ózd,5.0,Hangony,2152.0,1134,484,,,,,,,,,,,,,,
Borsodszirák,16799.0,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,2.0,[Helyben],1101.0,1120,386,,,,,,,,1.0,,,,,,
Borsosberény,9894.0,község,Nógrád,119 0,Rétsági,Rétság,2.0,[Helyben],2026.0,944,389,,,,,,,,1.0,,,,,,
Borszörcsök,4765.0,község,Veszprém,186 0,Devecseri,Devecser,5.0,Somlóvásárhely,1180.0,345,159,,,,,,,,1.0,,,,,,
Borzavár,30252.0,község,Veszprém,192 0,Zirci,Zirc,5.0,Zirc,1300.0,730,335,,,,,,,,,,,,,,
